nombreOriginal;OBJECTID;ID_EJE;ID_GRUPO;ID_TIPO;TX_CAPA;NU_DIRECCI;NU_DOBLE_S;TX_NOMBRE;TX_NOMBRE_;Shape_Leng
Calle de Santa Isabel;431;387;382;2;PEATONAL;0;0;Calle de Santa Isabel;SANTA ISABEL;431,87559380100
Calle de Santa Isabel;432;388;383;2;PEATONAL;0;0;Calle de Santa Isabel;SANTA ISABEL;15,23528819770
Calle de Felipe IV;433;389;385;1;CICLOCALLES;1;0;Calle de Felipe IV;FELIPE IV;139,91082815100
Calle del Duque de Medinaceli;434;390;386;1;CICLOCALLES;-1;0;Calle del Duque de Medinaceli;DUQUE DE MEDINACELI;135,07379200700
Calle de Fucar;435;391;386;1;CICLOCALLES;-1;0;Calle de Fucar;FUCAR;202,92193285300
Calle de Jes·s;436;392;386;1;CICLOCALLES;-1;0;Calle de Jes·s;JESUS;199,57224300200
Calle de Atocha;437;393;388;2;PEATONAL;0;0;Calle de Atocha;ATOCHA;72,02129150030
Calle del Prado;438;394;390;1;CICLOCALLES;1;0;Calle del Prado;PRADO;23,10327758600
Paseo del Prado;439;395;391;2;PEATONAL;0;0;Paseo del Prado;PRADO;200,02201678100
Calle de Barcel¾;440;396;394;1;CICLOCALLES;1;0;Calle de Barcel¾;BARCELO;243,58262031700
Calle de las Infantas;441;397;395;1;CICLOCALLES;1;0;Calle de las Infantas;INFANTAS;497,86728611100
Calle de GarcÝa de Paredes;442;398;397;1;CICLOCALLES;-1;0;Calle de GarcÝa de Paredes;GARCIA DE PAREDES;861,67315592300
Calle del Clavel;443;399;403;1;CICLOCALLES;-1;0;Calle del Clavel;CLAVEL;150,30783456900
Plaza de Vßzquez de Mella;444;400;403;1;CICLOCALLES;1;0;Plaza de Vßzquez de Mella;VAZQUEZ DE MELLA;113,89130010300
Calle de la Virgen de los Peligros;445;401;403;1;CICLOCALLES;-1;0;Calle de la Virgen de los Peligros;VIRGEN DE LOS PELIGROS;160,19064757000
Calle de Valverde;446;402;404;1;CICLOCALLES;1;0;Calle de Valverde;VALVERDE;250,44312439500
Calle de San Mateo;447;403;405;1;CICLOCALLES;-1;0;Calle de San Mateo;SAN MATEO;302,08102531700
Calle de la Puebla;448;404;406;1;CICLOCALLES;1;0;Calle de la Puebla;PUEBLA;196,53496652400
Calle de Fuencarral;449;405;407;2;PEATONAL;0;0;Calle de Fuencarral;FUENCARRAL;424,34849079600
Calle de San Onofre;450;406;408;1;CICLOCALLES;1;0;Calle de San Onofre;SAN ORFEON;69,80650837200
Calle de la Corredera Baja de San Pablo;451;407;411;1;CICLOCALLES;1;0;Calle de la Corredera Baja de San Pablo;CORREDERA BAJA DE SAN PABLO;198,88759445900
Plaza de San Ildefonso;452;408;411;1;CICLOCALLES;1;0;Plaza de San Ildefonso;SAN ILDEFONSO;54,19378555920
Calle de Col¾n;453;409;412;1;CICLOCALLES;1;0;Calle de Col¾n;COLON;59,80582223820
Plaza de San Ildefonso;454;410;416;2;PEATONAL;0;0;Plaza de San Ildefonso;SAN ILDEFONSO;23,61342628950
Calle de San JoaquÝn;455;411;420;1;CICLOCALLES;-1;0;Calle de San JoaquÝn;SAN JOAQUIN;119,25475775400
Calle del Almirante;456;412;421;1;CICLOCALLES;1;0;Calle del Almirante;ALMIRANTE;341,84225098300
Calle de Columela;457;413;421;1;CICLOCALLES;1;0;Calle de Columela;COLUMELA;230,22176672700
Calle de Gravina;458;414;421;1;CICLOCALLES;1;0;Calle de Gravina;GRAVINA;290,11253213000
Calle de Recoletos;459;415;421;1;CICLOCALLES;1;0;Calle de Recoletos;RECOLETOS;292,96634711200
Calle de Francisco de Rojas;461;417;423;1;CICLOCALLES;1;0;Calle de Francisco de Rojas;FRANCISCO DE ROJAS;77,88762432370
Calle de Trafalgar;463;419;423;1;CICLOCALLES;1;0;Calle de Trafalgar;TRAFALGAR;117,22634619700
Calle de Francisco de Rojas;464;420;424;1;CICLOCALLES;-1;0;Calle de Francisco de Rojas;FRANCISCO DE ROJAS;83,95289387230
Calle de Trafalgar;466;422;424;1;CICLOCALLES;-1;0;Calle de Trafalgar;TRAFALGAR;118,70137610100
Calle de Barcel¾;467;423;425;1;CICLOCALLES;-1;0;Calle de Barcel¾;BARCELO;206,66982093900
Calle de Alburquerque;468;424;427;1;CICLOCALLES;1;0;Calle de Alburquerque;ALBURQUERQUE;19,88022450390
Calle del General Ampudia;1477;1469;1983;1;CICLOCALLES;-1;0;Calle del General Ampudia;GENERAL AMPUDIA;344,32710640000
Calle del Rector Royo-Villanova;1478;1470;1985;1;CICLOCALLES;0;1;Calle del Rector Royo-Villanova;RECTOR ROYO-VILLANOVA;445,67350343100
Avenida del Doctor Federico Rubio y GalÝ;1479;1471;1988;1;CICLOCALLES;1;0;Avenida del Doctor Federico Rubio y GalÝ;DOCTOR FEDERICO RUBIO Y GALI;36,36021887870
Calle del Camino de la Moreras;1480;1472;1989;1;CICLOCALLES;1;0;Calle del Camino de la Moreras;MORERAS;309,49521305200
Paseo de la Direcci¾n;1481;1473;1990;1;CICLOCALLES;1;0;Paseo de la Direcci¾n;DIRECCION;345,95625291600
Calle de Lorenzana;1482;1474;1991;1;CICLOCALLES;1;0;Calle de Lorenzana;LORENZANA;138,46200420600
Calle de San Restituto;1483;1475;1992;1;CICLOCALLES;0;1;Calle de San Restituto;SAN RESTITUTO;261,21351615600
Calle de Sinesio Delgado;1484;1476;1993;2;PEATONAL;0;0;Calle de Sinesio Delgado;SINESIO DELGADO;115,65736500200
Calle de Valdeverdeja;1485;1477;1994;1;CICLOCALLES;0;1;Calle de Valdeverdeja;VALDEVERDEJA;119,92378166300
Calle de CÚsar Manrique;1486;1478;1995;1;CICLOCALLES;0;1;Calle de CÚsar Manrique;CESAR MANRIQUE;154,36482006900
Calle de Antonio Machado;1487;1479;1996;1;CICLOCALLES;0;1;Calle de Antonio Machado;ANTONIO MACHADO;168,72357837500
Calle de Valderrodrigo;1488;1480;1997;1;CICLOCALLES;0;1;Calle de Valderrodrigo;VALDERRODRIGO;71,07857234320
Calle de ValdevarnÚs;1489;1481;1998;1;CICLOCALLES;0;1;Calle de ValdevarnÚs;VALDEVARNES;238,34675626600
Calle de Valdesangil;1490;1482;1999;1;CICLOCALLES;0;1;Calle de Valdesangil;VALDESANGIL;110,74217952800
Calle de Gascones;1491;1483;2000;1;CICLOCALLES;0;1;Calle de Gascones;GASCONES;97,84997980290
Calle de Amadeo G¾mez;1492;1484;2001;1;CICLOCALLES;-1;0;Calle de Amadeo G¾mez;AMADEO GOMEZ;138,83860571600
Calle de la Senda del Infante;1493;1485;2002;1;CICLOCALLES;0;1;Calle de la Senda del Infante;SENDA DEL INFANTE;296,94784550000
Calle de Moralzarzal;1494;1486;2003;1;CICLOCALLES;0;1;Calle de Moralzarzal;MORALZARZAL;300,81060022200
Calle de Monasterio de El Paular;1495;1487;2004;1;CICLOCALLES;0;1;Calle de Monasterio de El Paular;MONASTERIO DE EL PAULAR;535,05390318400
Calle de Alfredo Marquerie;1496;1488;2005;1;CICLOCALLES;0;1;Calle de Alfredo Marquerie;ALFREDO MARQUERIE;447,45048431900
Calle de Moralzarzal;1497;1489;2006;1;CICLOCALLES;0;1;Calle de Moralzarzal;MORALZARZAL;363,99815275300
Calle de Pe±a Sirio;1498;1490;2007;1;CICLOCALLES;0;1;Calle de Pe±a Sirio;PEÐA SIRIO;184,74628953600
Calle de Lezama;1499;1491;2008;1;CICLOCALLES;1;0;Calle de Lezama;LEZAMA;288,51456983100
Calle de Labastida;1500;1492;2009;1;CICLOCALLES;0;1;Calle de Labastida;LABASTIDA;161,74057693600
Calle de Antoniorrobles;1501;1493;2010;1;CICLOCALLES;1;0;Calle de Antoniorrobles;ANTONIORROBLES;58,99952886480
Calle de Llodio;1502;1494;2011;1;CICLOCALLES;-1;0;Calle de Llodio;LLODIO;65,94050031110
Calle de Salvatierra;1503;1495;2012;1;CICLOCALLES;-1;0;Calle de Salvatierra;SALVATIERRA;284,26684469300
Calle de La Estrada;1504;1496;2013;1;CICLOCALLES;-1;0;Calle de La Estrada;LA ESTRADA;192,73438175900
Calle de Nuria;1505;1497;2014;2;PEATONAL;0;0;Calle de Nuria;NURIA;56,45487774010
Calle de Marbella;1506;1498;2015;1;CICLOCALLES;0;1;Calle de Marbella;MARBELLA;415,93539320800
Calle de La Maso;1507;1499;2016;1;CICLOCALLES;0;1;Calle de La Maso;LA MASO;259,87658619700
Calle de La Maso;1508;1500;2017;1;CICLOCALLES;0;1;Calle de La Maso;LA MASO;468,90401612400
Calle de La Maso;1509;1501;2018;1;CICLOCALLES;0;1;Calle de La Maso;LA MASO;60,12362042500
Calle de la Costa Brava;1510;1502;2020;1;CICLOCALLES;0;1;Calle de la Costa Brava;COSTA BRAVA;245,08671510600
Calle de FermÝn Caballero;1512;1504;2022;1;CICLOCALLES;0;1;Calle de FermÝn Caballero;FERMIN CABALLERO;70,62440930400
Calle de la Isla de Arosa;1513;1505;2023;1;CICLOCALLES;0;1;Calle de la Isla de Arosa;ISLA DE AROSA;97,35161114700
Calle de FermÝn Caballero;1514;1506;2024;1;CICLOCALLES;0;1;Calle de FermÝn Caballero;FERMIN CABALLERO;152,53487587800
Avenida de Betanzos;1515;1507;2025;1;CICLOCALLES;-1;0;Avenida de Betanzos;BATANZOS;141,69766524700
Calle de Fuencarral;469;425;427;1;CICLOCALLES;1;0;Calle de Fuencarral;FUENCARRAL;561,56360064100
Calle de Alburquerque;470;426;428;1;CICLOCALLES;-1;0;Calle de Alburquerque;ALBURQUERQUE;312,23044507700
;471;427;429;2;PEATONAL;0;0;;;297,76977057300
Calle de Gonzalo de C¾rdoba;472;428;431;1;CICLOCALLES;-1;0;Calle de Gonzalo de C¾rdoba;GONZALO DE CORDOBA;190,91435206400
Calle de Barquillo;474;430;442;1;CICLOCALLES;1;0;Calle de Barquillo;BARQUILLO;601,90009521600
Calle de BelÚn;475;431;443;1;CICLOCALLES;1;0;Calle de BelÚn;BELEN;144,27470295100
Calle del Arquitecto L¾pez Otero;476;432;444;1;CICLOCALLES;1;0;Calle del Arquitecto L¾pez Otero;ARQUITECTO LOPEZ OTERO;939,11392471100
Calle de MartÝn Fierro;477;433;444;1;CICLOCALLES;1;0;Calle de MartÝn Fierro;MARTIN FIERRO;243,90609383900
Calle de Amado Nervo;481;436;451;1;CICLOCALLES;-1;0;Calle de Amado Nervo;AMADO NERVO;300,65129318500
Calle de Cavanilles;482;437;452;1;CICLOCALLES;0;1;Calle de Cavanilles;CAVANILLES;114,49021254300
Calle de Francisco Vitoria;483;438;453;1;CICLOCALLES;-1;0;Calle de Francisco Vitoria;FRANCISCO VITORIA;111,67000984900
Calle de Juan de Urbieta;484;439;454;1;CICLOCALLES;-1;0;Calle de Juan de Urbieta;JUAN DE URBIETA;309,96618896600
Calle de Antonio DÝaz-Ca±abate;485;440;455;2;PEATONAL;0;0;Calle de Antonio DÝaz-Ca±abate;ANTONIO DIAZ-CAÐABATE;111,32822244700
Calle de PÝo Baroja;486;441;456;1;CICLOCALLES;0;1;Calle de PÝo Baroja;PIO BAROJA;421,72595203800
Calle del Doce de Octubre;488;443;460;1;CICLOCALLES;1;0;Calle del Doce de Octubre;DOCE DE OCTUBRE;132,57110772300
Plaza del Doctor Laguna;489;444;464;2;PEATONAL;0;0;Plaza del Doctor Laguna;DOCTOR LAGUNA;50,52422835090
Calle de PÝo Baroja;490;445;465;1;CICLOCALLES;0;1;Calle de PÝo Baroja;PIO BAROJA;96,08173085050
Calle de Maldonado;491;446;468;1;CICLOCALLES;-1;0;Calle de Maldonado;MALDONADO;738,74878000900
Calle de Aguirre;492;447;469;1;CICLOCALLES;1;0;Calle de Aguirre;AGUIRRE;87,68964250850
Calle de Claudio Coello;493;448;470;1;CICLOCALLES;1;0;Calle de Claudio Coello;CLAUDIO COELLO;1035,13810377000
Calle de Alcalß;494;449;480;2;PEATONAL;0;0;Calle de Alcalß;ALCALA;131,67510816000
Calle de Enrique Larreta;498;453;500;1;CICLOCALLES;1;0;Calle de Enrique Larreta;ENRIQUE LARRETA;243,60838340700
Paseo de la Habana;499;454;501;1;CICLOCALLES;1;0;Paseo de la Habana;HABANA;60,33244419830
Calle de Enrique Larreta;500;455;502;1;CICLOCALLES;1;0;Calle de Enrique Larreta;ENRIQUE LARRETA;238,92248125400
Parque de RodrÝguez Sahag·n;503;458;503;2;PEATONAL;0;0;Parque de RodrÝguez Sahag·n;RODRIGUEZ SAHAGUN;79,60129978800
Parque de RodrÝguez Sahag·n;504;459;504;2;PEATONAL;0;0;Parque de RodrÝguez Sahag·n;RODRIGUEZ SAHAGUN;357,10104204000
Avenida de PÝo XII;505;460;505;1;CICLOCALLES;1;0;Avenida de PÝo XII;PIO XII;470,97541484700
Calle de Fulgencio de Miguel;506;461;506;1;CICLOCALLES;1;0;Calle de Fulgencio de Miguel;FULGENCIO DE MIGUEL;61,68511491010
Calle de Manuel Luna;507;462;506;1;CICLOCALLES;1;0;Calle de Manuel Luna;MANUEL LUNA;318,97900808400
Calle de Florencio GarcÝa;1600;1591;1206;1;CICLOCALLES;0;1;Calle de Florencio GarcÝa;FLORENCIO GARCIA;133,07433240600
Calle de Doroteo Benache;508;463;507;1;CICLOCALLES;0;1;Calle de Doroteo Benache;DOROTEO BENACHE;158,92779005000
Avenida de la Ilustraci¾n;509;464;508;2;PEATONAL;0;0;Avenida de la Ilustraci¾n;ILUSTRACION;395,93472313800
Calle de Marcelina;510;465;510;1;CICLOCALLES;1;0;Calle de Marcelina;MARCELINA;362,18134225000
Calle de Molina;511;466;510;1;CICLOCALLES;1;0;Calle de Molina;MOLINA;437,24007334800
Calle de los Voluntarios Catalanes;512;467;511;1;CICLOCALLES;-1;0;Calle de los Voluntarios Catalanes;VOLUNTARIOS CATALANES;519,42332308300
Calle de Nuria;513;468;512;1;CICLOCALLES;0;1;Calle de Nuria;NURIA;548,84786330000
Calle de MarÝa de Guzmßn;514;469;513;1;CICLOCALLES;-1;0;Calle de MarÝa de Guzmßn;MARIA DE GUZMAN;757,56070536400
Calle del Conde del Serrallo;515;470;514;1;CICLOCALLES;-1;0;Calle del Conde del Serrallo;CONDE DE SERRALLO;90,69865796670
Calle de La Maso;516;471;515;1;CICLOCALLES;0;1;Calle de La Maso;LA MASO;88,04620561150
Calle de Marbella;517;472;516;1;CICLOCALLES;0;1;Calle de Marbella;MARBELLA;481,16109751700
Calle del Plßtano;518;473;517;1;CICLOCALLES;-1;0;Calle del Plßtano;PLATANO;283,19190459700
Calle de Navarra;520;475;518;1;CICLOCALLES;1;0;Calle de Navarra;NAVARRA;248,31017805100
Calle de Oudrid;521;476;518;1;CICLOCALLES;1;0;Calle de Oudrid;OUDRID;126,47002969900
Calle de Juan Pantoja;522;477;519;1;CICLOCALLES;1;0;Calle de Juan Pantoja;JUAN PANTOJA;202,63052320800
Calle de Palencia;523;478;519;1;CICLOCALLES;1;0;Calle de Palencia;PALENCIA;440,40258952300
Calle de Alcolea;524;479;520;1;CICLOCALLES;-1;0;Calle de Alcolea;ALCOLEA;101,63750032100
Calle del Ca±averal;525;480;520;1;CICLOCALLES;1;0;Calle del Ca±averal;CAÐAVERAL;506,68763098700
Calle VÝa LÝmite;526;481;520;1;CICLOCALLES;1;0;Calle VÝa LÝmite;VIA LIMITE;143,29816805600
Calle de Feijoo;527;482;521;1;CICLOCALLES;1;0;Calle de Feijoo;FEIJOO;198,29763506100
Calle de Crist¾bal Bordi·;529;484;523;1;CICLOCALLES;1;0;Calle de Crist¾bal Bordi·;CRISTOBAL BORDIU;787,29516249800
Calle de Ramiro II;530;485;523;1;CICLOCALLES;1;0;Calle de Ramiro II;RAMIRO II;135,56903182300
Calle de Goiri;531;486;524;1;CICLOCALLES;-1;0;Calle de Goiri;GOIRI;114,61550696000
Calle del Conde del Serrallo;532;487;525;1;CICLOCALLES;1;0;Calle del Conde del Serrallo;CONDE DE SERRALLO;108,96747973200
Calle de Le±eros;533;488;526;1;CICLOCALLES;1;0;Calle de Le±eros;LEÐEROS;56,38288837630
Calle de Zamora;534;489;526;1;CICLOCALLES;1;0;Calle de Zamora;ZAMORA;399,78018005600
Avenida Complutense;535;490;527;1;CICLOCALLES;-1;0;Avenida Complutense;COMPLUTENSE;356,60113331100
Calle de Leonardo Prieto Castro;536;491;528;1;CICLOCALLES;0;1;Calle de Leonardo Prieto Castro;LEONARDO PRIETO CASTRO;804,88276433800
Calle del Arquitecto L¾pez Otero;537;492;529;1;CICLOCALLES;-1;0;Calle del Arquitecto L¾pez Otero;ARQUITECTO LOPEZ OTERO;973,11824675300
Calle de MartÝn Fierro;538;493;529;1;CICLOCALLES;-1;0;Calle de MartÝn Fierro;MARTIN FIERRO;392,31475400800
Avenida Complutense;539;494;531;1;CICLOCALLES;-1;0;Avenida Complutense;COMPLUTENSE;326,18808514200
Calle de Juan del Rosal;540;495;532;1;CICLOCALLES;1;0;Calle de Juan del Rosal;JUAN DEL ROSAL;216,33934483900
Calle del Profesor JosÚ GarcÝa Santesmases;541;496;533;1;CICLOCALLES;1;0;Calle del Profesor JosÚ GarcÝa Santesmases;PROFESOR JOSE GARCIA SANTESMASES;556,67599691900
Calle de Juan Montalvo;542;497;534;1;CICLOCALLES;-1;0;Calle de Juan Montalvo;JUAN MONTALVO;448,64729305100
Avenida del Valle;543;498;535;1;CICLOCALLES;-1;0;Avenida del Valle;VALLE;206,01159993400
Calle de Isaac Peral;546;501;542;1;CICLOCALLES;1;0;Calle de Isaac Peral;ISAAC PERAL;124,19026665300
Calle de Beatriz de Bobadilla;547;502;548;1;CICLOCALLES;-1;0;Calle de Beatriz de Bobadilla;BEATRIZ BOBADILLA;404,01615416300
Avenida de la Reina Victoria;548;503;549;2;PEATONAL;0;0;Avenida de la Reina Victoria;REINA VICTORIA;143,60852905500
Plaza de San Francisco;549;504;553;1;CICLOCALLES;1;0;Plaza de San Francisco;SAN FRANCISCO;353,59687142700
Avenida del Doctor Federico Rubio y GalÝ;550;505;554;1;CICLOCALLES;-1;0;Avenida del Doctor Federico Rubio y GalÝ;DOCTOR FEDERICO RUBIO Y GALI;258,01708575100
Calle del Topete;551;506;555;1;CICLOCALLES;-1;0;Calle del Topete;TOPETE;352,85978149900
Calle de Abel;552;507;556;1;CICLOCALLES;1;0;Calle de Abel;ABEL;162,40532735800
Avenida de Pablo Iglesias;553;508;557;1;CICLOCALLES;-1;0;Avenida de Pablo Iglesias;PABLO IGLESIAS;141,55289032600
Calle de Aranjuez;554;509;558;1;CICLOCALLES;1;0;Calle de Aranjuez;ARANJUEZ;58,77847292590
Avenida del Doctor Federico Rubio y GalÝ;555;510;559;1;CICLOCALLES;1;0;Avenida del Doctor Federico Rubio y GalÝ;DOCTOR FEDERICO RUBIO Y GALI;83,68261491170
Avenida de Pablo Iglesias;556;511;561;1;CICLOCALLES;0;1;Avenida de Pablo Iglesias;PABLO IGLESIAS;328,10064581700
Calle del Seminario de Nobles;557;512;563;1;CICLOCALLES;1;0;Calle del Seminario de Nobles;SEMINARIO DE NOBLES;107,83677248500
Calle de Antonia DomÝnguez;559;514;566;1;CICLOCALLES;1;0;Calle de Antonia DomÝnguez;ANTONIA DOMINGUEZ;74,08700057330
Calle de MarÝa Pedraza;560;515;566;1;CICLOCALLES;1;0;Calle de MarÝa Pedraza;MARIA PEDRAZA;262,40541807700
Calle de Villaamil;561;516;567;1;CICLOCALLES;1;0;Calle de Villaamil;VILLAAMIL;144,23286274300
Calle de San Restituto;562;517;568;1;CICLOCALLES;0;1;Calle de San Restituto;SAN RESTITUTO;511,83370526300
Calle de la Encomienda de Palacios;563;518;569;1;CICLOCALLES;-1;0;Calle de la Encomienda de Palacios;ENCOMIENDA DE PALACIOS;142,54546868400
Calle de la Tacona;564;519;569;1;CICLOCALLES;-1;0;Calle de la Tacona;TACONA;276,71080580300
Calle de Sinesio Delgado;565;520;570;2;PEATONAL;0;0;Calle de Sinesio Delgado;SINESIO DELGADO;175,99720467100
Calle de JoaquÝn Arjona;566;521;571;1;CICLOCALLES;1;0;Calle de JoaquÝn Arjona;JOAQUIN ARJONA;45,23814140490
Calle de Jer¾nima Llorente;567;522;573;1;CICLOCALLES;-1;0;Calle de Jer¾nima Llorente;JERONIMA LLORENTE;106,25355119300
Paseo de la Direcci¾n;568;523;574;2;PEATONAL;0;0;Paseo de la Direcci¾n;DIRECCION;383,75589896400
Calle de Villaamil;569;524;576;2;PEATONAL;0;0;Calle de Villaamil;VILLAAMIL;141,46174040200
Calle de Villaamil;570;525;577;1;CICLOCALLES;1;0;Calle de Villaamil;VILLAAMIL;238,64267853600
Calle del Pintor Francisco Llorens;571;526;578;1;CICLOCALLES;-1;0;Calle del Pintor Francisco Llorens;PINTOR FRANCISCO LLORENS;125,77935498100
Calle del Mirador de la Reina;572;527;579;1;CICLOCALLES;1;0;Calle del Mirador de la Reina;MIRADOR DE LA REINA;249,85967270600
Avenida del Ventisquero de la Condesa;573;528;580;1;CICLOCALLES;0;1;Avenida del Ventisquero de la Condesa;VENTISQUERO DE LA CONDESA;352,65228926500
Calle del Valle de Pinares Llanos;574;529;581;1;CICLOCALLES;0;1;Calle del Valle de Pinares Llanos;VALLE DE PINARES LLANOS;315,17553819500
Calle de las Islas HÚbridas;575;530;582;1;CICLOCALLES;-1;0;Calle de las Islas HÚbridas;ISLAS HEBRIDAS;45,44092634230
Calle de JoaquÝn Lorenzo;576;531;584;1;CICLOCALLES;-1;0;Calle de JoaquÝn Lorenzo;JOAQUIN LORENZO;293,13322351600
Calle de la Isla de los Galßpagos;577;532;586;1;CICLOCALLES;1;0;Calle de la Isla de los Galßpagos;ISLA DE LOS GALAPAGOS;156,33816203500
Calle de las Islas Bahamas;578;533;587;1;CICLOCALLES;1;0;Calle de las Islas Bahamas;ISLAS BAHAMAS;58,76032557460
Calle de Mario Recuero;579;534;588;1;CICLOCALLES;1;0;Calle de Mario Recuero;MARIO RECUERO;107,15414554800
Calle de la Isla de los Galßpagos;580;535;589;1;CICLOCALLES;-1;0;Calle de la Isla de los Galßpagos;ISLA DE LOS GALAPAGOS;103,26133378200
Calle de FermÝn Caballero;581;536;590;1;CICLOCALLES;-1;0;Calle de FermÝn Caballero;FERMIN CABALLERO;588,64641499700
Avenida del Cardenal Herrera Oria;582;537;591;2;PEATONAL;0;0;Avenida del Cardenal Herrera Oria;CARDENAL HERRERA ORIA;37,21513311040
Calle de ?ngel DomÝnguez;583;538;592;1;CICLOCALLES;1;0;Calle de ?ngel DomÝnguez;ANGEL DOMINGUEZ;178,79776032600
Calle del Valle de Pinares Llanos;585;540;594;1;CICLOCALLES;0;1;Calle del Valle de Pinares Llanos;VALLE DE PINARES LLANOS;649,30459093800
Calle de la Senda del Infante;586;541;595;1;CICLOCALLES;0;1;Calle de la Senda del Infante;SENDA DEL INFANTE;635,52403198600
Calle de Sinesio Delgado;588;543;597;2;PEATONAL;0;0;Calle de Sinesio Delgado;SINESIO DELGADO;332,00338341400
Plaza de Manuel Becerra;589;544;598;1;CICLOCALLES;0;1;Plaza de Manuel Becerra;BECERRA;160,77564821100
Calle de FermÝn Caballero;590;545;599;1;CICLOCALLES;-1;0;Calle de FermÝn Caballero;FERMIN CABALLERO;195,28719864700
Calle de Santiago de Compostela;591;546;600;1;CICLOCALLES;-1;0;Calle de Santiago de Compostela;SANTIAGO DE COMPOSTELA;2640,51226551000
Calle de FermÝn Caballero;592;547;602;1;CICLOCALLES;-1;0;Calle de FermÝn Caballero;FERMIN CABALLERO;68,10432322050
Avenida de Betanzos;593;548;603;1;CICLOCALLES;1;0;Avenida de Betanzos;BETANZOS;138,25434980000
Calle de la Costa Brava;594;549;604;1;CICLOCALLES;-1;0;Calle de la Costa Brava;COSTA BRAVA;414,92614079400
Calle del Cerro del Casta±ar;595;550;605;1;CICLOCALLES;0;1;Calle del Cerro del Casta±ar;CERRO DEL CASTAÐAR;342,85894125200
Calle de Collado del Hornillo;596;551;606;1;CICLOCALLES;0;1;Calle de Collado del Hornillo;COLLADO DEL HORNILLO;248,11841865700
Calle del Mirador de la Reina;597;552;607;1;CICLOCALLES;1;0;Calle del Mirador de la Reina;MIRADOR DE LA REINA;235,77614507200
Calle de la Portera del Cura;598;553;607;1;CICLOCALLES;1;0;Calle de la Portera del Cura;PORTERA DEL CURA;212,58584495000
Calle del Valle de Pinares Llanos;599;554;608;1;CICLOCALLES;0;1;Calle del Valle de Pinares Llanos;VALLE DE PINARES LLANOS;203,39979748000
Calle de la Costa Brava;600;555;609;1;CICLOCALLES;0;1;Calle de la Costa Brava;COSTA BRAVA;300,07709586700
Calle de Santiago BernabÚu;601;556;610;1;CICLOCALLES;1;0;Calle de Santiago BernabÚu;SANTIAGO BERNABEU;159,57546876400
Calle de Panamß;602;557;611;1;CICLOCALLES;-1;0;Calle de Panamß;PANAMA;110,16005935000
Calle de Gabriel Lobo;603;558;612;1;CICLOCALLES;1;0;Calle de Gabriel Lobo;GABRIEL LOBO;264,62272569500
Calle de San Juan de la Salle;604;559;613;1;CICLOCALLES;-1;0;Calle de San Juan de la Salle;SAN JUAN DE LA SALLE;151,72834665500
Calle de Ponzano;608;563;615;1;CICLOCALLES;1;0;Calle de Ponzano;PONZANO;652,85605901800
Calle de Carlos Maurras;609;564;616;1;CICLOCALLES;1;0;Calle de Carlos Maurras;CARLOS MAURRAS;77,51323173430
Calle de Carbonero y Sol;610;565;617;1;CICLOCALLES;-1;0;Calle de Carbonero y Sol;CARBONERO Y SOL;406,60459090100
Calle de G¾mez Ortega;611;566;618;1;CICLOCALLES;1;0;Calle de G¾mez Ortega;GOMEZ ORTEGA;54,72337732530
Calle del Guadiana;612;567;618;1;CICLOCALLES;1;0;Calle del Guadiana;GUADIANA;202,87503774200
Calle del Oria;613;568;618;1;CICLOCALLES;1;0;Calle del Oria;ORIA;306,47601807300
Calle de FÚlix Boix;614;569;619;1;CICLOCALLES;1;0;Calle de FÚlix Boix;FELIX BOIX;204,94991666400
Calle de Vitruvio;615;570;620;1;CICLOCALLES;-1;0;Calle de Vitruvio;VITRUVIO;653,74516266700
Calle de AgustÝn de Betancourt;616;571;622;1;CICLOCALLES;1;0;Calle de AgustÝn de Betancourt;AGUSTIN BETANCOURT;128,42980440700
Calle de la BasÝlica;617;572;623;1;CICLOCALLES;1;0;Calle de la BasÝlica;BASILICA;264,51945213300
Calle de Hernani;618;573;624;1;CICLOCALLES;1;0;Calle de Hernani;HERNANI;262,42225670100
Calle de Espronceda;619;574;625;1;CICLOCALLES;1;0;Calle de Espronceda;ESPRONCEDA;550,98908665600
Calle de Viriato;620;575;631;1;CICLOCALLES;-1;0;Calle de Viriato;VIRIATO;380,05443013600
Paseo de la Castellana;621;576;646;2;PEATONAL;0;0;Paseo de la Castellana;CASTALLANA;123,17841025900
Calle de Cartagena;622;577;647;1;CICLOCALLES;1;0;Calle de Cartagena;CARTAGENA;10,99382028710
Calle de Juan de la Hoz;623;578;647;1;CICLOCALLES;1;0;Calle de Juan de la Hoz;JUAN DE LA HOZ;24,93169676800
Plaza de San Juan de la Cruz;624;579;651;1;CICLOCALLES;-1;0;Plaza de San Juan de la Cruz;SAN JUAN DE LA CRUZ;215,62059533300
Calle de Iriarte;626;580;655;1;CICLOCALLES;1;0;Calle de Iriarte;IRIARTE;144,85934243400
Paseo de la Castellana;627;581;656;2;PEATONAL;0;0;Paseo de la Castellana;CASTELLANA;109,82594468700
Calle de Lazcano;628;582;657;2;PEATONAL;0;0;Calle de Lazcano;AZCA;500,39338842900
Calle de Jorge Manrique;629;583;659;1;CICLOCALLES;-1;0;Calle de Jorge Manrique;JORGE MANRIQUE;262,32085623700
Calle del General Margallo;631;585;661;1;CICLOCALLES;1;0;Calle del General Margallo;GENERAL MARGALLO;91,40065205780
